product_id,category,date,day_of_week,month,units_sold,price,revenue
prod_001,jackets,2024-09-03,1,9,34,1791,60894
prod_001,jackets,2024-09-04,2,9,37,4081,150997
prod_001,jackets,2024-09-05,3,9,45,2136,96120
prod_001,jackets,2024-09-06,4,9,45,4196,188820
prod_001,jackets,2024-09-07,5,9,50,1354,67700
prod_001,jackets,2024-09-08,6,9,53,3974,210622
prod_001,jackets,2024-09-09,0,9,40,3277,131080
prod_001,jackets,2024-09-10,1,9,49,2233,109417
prod_001,jackets,2024-09-11,2,9,41,702,28782
prod_001,jackets,2024-09-12,3,9,29,3755,108895
prod_001,jackets,2024-09-13,4,9,38,2827,107426
prod_001,jackets,2024-09-14,5,9,37,3431,126947
prod_001,jackets,2024-09-15,6,9,40,4082,163280
prod_001,jackets,2024-09-16,0,9,31,1108,34348
prod_001,jackets,2024-09-17,1,9,29,3011,87319
prod_001,jackets,2024-09-18,2,9,23,2294,52762
prod_001,jackets,2024-09-19,3,9,34,1869,63546
prod_001,jackets,2024-09-20,4,9,30,2486,74580
prod_001,jackets,2024-09-21,5,9,31,2234,69254
prod_001,jackets,2024-09-22,6,9,40,2343,93720
prod_001,jackets,2024-09-23,0,9,26,2885,75010
prod_001,jackets,2024-09-24,1,9,29,3419,99151
prod_001,jackets,2024-09-25,2,9,26,4561,118586
prod_001,jackets,2024-09-26,3,9,25,3869,96725
prod_001,jackets,2024-09-27,4,9,34,1123,38182
prod_001,jackets,2024-09-28,5,9,33,1516,50028
prod_001,jackets,2024-09-29,6,9,31,4223,130913
prod_001,jackets,2024-09-30,0,9,34,3608,122672
prod_001,jackets,2024-10-01,1,10,34,3670,124780
prod_001,jackets,2024-10-02,2,10,37,2182,80734
prod_001,jackets,2024-10-03,3,10,40,3691,147640
prod_001,jackets,2024-10-04,4,10,40,2196,87840
prod_001,jackets,2024-10-05,5,10,45,1945,87525
prod_001,jackets,2024-10-06,6,10,53,4699,249047
prod_001,jackets,2024-10-07,0,10,41,3461,141901
prod_001,jackets,2024-10-08,1,10,35,4933,172655
prod_001,jackets,2024-10-09,2,10,21,1456,30576
prod_001,jackets,2024-10-10,3,10,33,4567,150711
prod_001,jackets,2024-10-11,4,10,31,1800,55800
prod_001,jackets,2024-10-12,5,10,51,4487,228837
prod_001,jackets,2024-10-13,6,10,53,1718,91054
prod_001,jackets,2024-10-14,0,10,29,4996,144884
prod_001,jackets,2024-10-15,1,10,33,1454,47982
prod_001,jackets,2024-10-16,2,10,21,3946,82866
prod_001,jackets,2024-10-17,3,10,31,3936,122016
prod_001,jackets,2024-10-18,4,10,21,1062,22302
prod_001,jackets,2024-10-19,5,10,36,725,26100
prod_001,jackets,2024-10-20,6,10,39,1459,56901
prod_001,jackets,2024-10-21,0,10,24,1315,31560
prod_001,jackets,2024-10-22,1,10,28,3620,101360
prod_001,jackets,2024-10-23,2,10,19,3065,58235
prod_001,jackets,2024-10-24,3,10,26,1560,40560
prod_001,jackets,2024-10-25,4,10,27,4776,128952
prod_001,jackets,2024-10-26,5,10,42,1106,46452
prod_001,jackets,2024-10-27,6,10,34,1684,57256
prod_001,jackets,2024-10-28,0,10,24,3827,91848
prod_001,jackets,2024-10-29,1,10,21,1069,22449
prod_001,jackets,2024-10-30,2,10,32,2395,76640
prod_001,jackets,2024-10-31,3,10,29,654,18966
prod_001,jackets,2024-11-01,4,11,44,3037,133628
prod_001,jackets,2024-11-02,5,11,51,4841,246891
prod_001,jackets,2024-11-03,6,11,54,3306,178524
prod_001,jackets,2024-11-04,0,11,30,2955,88650
prod_001,jackets,2024-11-05,1,11,36,1024,36864
prod_001,jackets,2024-11-06,2,11,32,4347,139104
prod_001,jackets,2024-11-07,3,11,42,4995,209790
prod_001,jackets,2024-11-08,4,11,39,3274,127686
prod_001,jackets,2024-11-09,5,11,46,2482,114172
prod_001,jackets,2024-11-10,6,11,47,1074,50478
prod_001,jackets,2024-11-11,0,11,32,3761,120352
prod_001,jackets,2024-11-12,1,11,37,2215,81955
prod_001,jackets,2024-11-13,2,11,25,4354,108850
prod_001,jackets,2024-11-14,3,11,27,3624,97848
prod_001,jackets,2024-11-15,4,11,28,3551,99428
prod_001,jackets,2024-11-16,5,11,37,1376,50912
prod_001,jackets,2024-11-17,6,11,39,1491,58149
prod_001,jackets,2024-11-18,0,11,37,4864,179968
prod_001,jackets,2024-11-19,1,11,34,4965,168810
prod_001,jackets,2024-11-20,2,11,18,619,11142
prod_001,jackets,2024-11-21,3,11,27,1330,35910
prod_001,jackets,2024-11-22,4,11,33,1869,61677
prod_001,jackets,2024-11-23,5,11,33,1240,40920
prod_001,jackets,2024-11-24,6,11,46,2164,99544
prod_001,jackets,2024-11-25,0,11,26,1581,41106
prod_001,jackets,2024-11-26,1,11,29,1059,30711
prod_001,jackets,2024-11-27,2,11,35,4172,146020
prod_001,jackets,2024-11-28,3,11,26,3843,99918
prod_001,jackets,2024-11-29,4,11,39,4570,178230
prod_001,jackets,2024-11-30,5,11,40,2794,111760
prod_001,jackets,2024-12-01,6,12,61,3647,222467
prod_001,jackets,2024-12-02,0,12,31,3244,100564
prod_001,jackets,2024-12-03,1,12,40,3856,154240
prod_001,jackets,2024-12-04,2,12,37,2765,102305
prod_001,jackets,2024-12-05,3,12,50,2979,148950
prod_001,jackets,2024-12-06,4,12,36,2257,81252
prod_001,jackets,2024-12-07,5,12,59,4952,292168
prod_001,jackets,2024-12-08,6,12,62,3349,207638
prod_001,jackets,2024-12-09,0,12,29,3751,108779
prod_001,jackets,2024-12-10,1,12,44,2989,131516
prod_001,jackets,2024-12-11,2,12,27,2131,57537
prod_001,jackets,2024-12-12,3,12,36,3587,129132
prod_001,jackets,2024-12-13,4,12,37,3339,123543
prod_001,jackets,2024-12-14,5,12,43,1351,58093
prod_001,jackets,2024-12-15,6,12,44,2187,96228
prod_001,jackets,2024-12-16,0,12,32,2068,66176
prod_001,jackets,2024-12-17,1,12,35,4500,157500
prod_001,jackets,2024-12-18,2,12,29,4413,127977
prod_001,jackets,2024-12-19,3,12,28,1566,43848
prod_001,jackets,2024-12-20,4,12,27,3396,91692
prod_001,jackets,2024-12-21,5,12,31,4685,145235
prod_001,jackets,2024-12-22,6,12,39,2125,82875
prod_001,jackets,2024-12-23,0,12,25,3569,89225
prod_001,jackets,2024-12-24,1,12,25,3767,94175
prod_001,jackets,2024-12-25,2,12,32,1325,42400
prod_001,jackets,2024-12-26,3,12,34,912,31008
prod_001,jackets,2024-12-27,4,12,38,1228,46664
prod_002,watches,2024-07-01,0,7,43,3286,141298
prod_002,watches,2024-07-02,1,7,37,1622,60014
prod_002,watches,2024-07-03,2,7,31,2643,81933
prod_002,watches,2024-07-04,3,7,36,2187,78732
prod_002,watches,2024-07-05,4,7,47,4351,204497
prod_002,watches,2024-07-06,5,7,70,3940,275800
prod_002,watches,2024-07-07,6,7,72,3414,245808
prod_002,watches,2024-07-08,0,7,54,4452,240408
prod_002,watches,2024-07-09,1,7,57,1865,106305
prod_002,watches,2024-07-10,2,7,47,4992,234624
prod_002,watches,2024-07-11,3,7,45,895,40275
prod_002,watches,2024-07-12,4,7,51,4671,238221
prod_002,watches,2024-07-13,5,7,61,3282,200202
prod_002,watches,2024-07-14,6,7,55,4077,224235
prod_002,watches,2024-07-15,0,7,36,4991,179676
prod_002,watches,2024-07-16,1,7,52,3438,178776
prod_002,watches,2024-07-17,2,7,36,3482,125352
prod_002,watches,2024-07-18,3,7,38,3794,144172
prod_002,watches,2024-07-19,4,7,44,1453,63932
prod_002,watches,2024-07-20,5,7,46,3039,139794
prod_002,watches,2024-07-21,6,7,43,1691,72713
prod_002,watches,2024-07-22,0,7,32,3493,111776
prod_002,watches,2024-07-23,1,7,24,4219,101256
prod_002,watches,2024-07-24,2,7,32,1888,60416
prod_002,watches,2024-07-25,3,7,38,1010,38380
prod_002,watches,2024-07-26,4,7,30,4812,144360
prod_002,watches,2024-07-27,5,7,32,3986,127552
prod_002,watches,2024-07-28,6,7,53,2310,122430
prod_002,watches,2024-07-29,0,7,38,4686,178068
prod_002,watches,2024-07-30,1,7,46,1213,55798
prod_002,watches,2024-07-31,2,7,38,1743,66234
prod_002,watches,2024-08-01,3,8,41,4209,172569
prod_002,watches,2024-08-02,4,8,45,3572,160740
prod_002,watches,2024-08-03,5,8,50,2496,124800
prod_002,watches,2024-08-04,6,8,54,2031,109674
prod_002,watches,2024-08-05,0,8,36,3940,141840
prod_002,watches,2024-08-06,1,8,48,633,30384
prod_002,watches,2024-08-07,2,8,41,2605,106805
prod_002,watches,2024-08-08,3,8,49,1750,85750
prod_002,watches,2024-08-09,4,8,47,4012,188564
prod_002,watches,2024-08-10,5,8,81,3986,322866
prod_002,watches,2024-08-11,6,8,63,4084,257292
prod_002,watches,2024-08-12,0,8,52,3203,166556
prod_002,watches,2024-08-13,1,8,55,970,53350
prod_002,watches,2024-08-14,2,8,55,1645,90475
prod_002,watches,2024-08-15,3,8,35,4685,163975
prod_002,watches,2024-08-16,4,8,30,1039,31170
prod_002,watches,2024-08-17,5,8,43,3279,140997
prod_002,watches,2024-08-18,6,8,36,3008,108288
prod_002,watches,2024-08-19,0,8,30,3279,98370
prod_002,watches,2024-08-20,1,8,29,3824,110896
prod_002,watches,2024-08-21,2,8,30,4985,149550
prod_002,watches,2024-08-22,3,8,25,3371,84275
prod_002,watches,2024-08-23,4,8,40,1297,51880
prod_002,watches,2024-08-24,5,8,41,3636,149076
prod_002,watches,2024-08-25,6,8,41,2693,110413
prod_002,watches,2024-08-26,0,8,25,4425,110625
prod_002,watches,2024-08-27,1,8,42,4500,189000
prod_002,watches,2024-08-28,2,8,23,884,20332
prod_002,watches,2024-08-29,3,8,33,904,29832
prod_002,watches,2024-08-30,4,8,40,4136,165440
prod_002,watches,2024-08-31,5,8,54,3224,174096
prod_002,watches,2024-09-01,6,9,50,2548,127400
prod_002,watches,2024-09-02,0,9,53,4646,246238
prod_002,watches,2024-09-03,1,9,39,2323,90597
prod_002,watches,2024-09-04,2,9,42,2581,108402
prod_002,watches,2024-09-05,3,9,41,749,30709
prod_002,watches,2024-09-06,4,9,45,1173,52785
prod_002,watches,2024-09-07,5,9,74,4863,359862
prod_002,watches,2024-09-08,6,9,61,2484,151524
prod_002,watches,2024-09-09,0,9,61,2348,143228
prod_002,watches,2024-09-10,1,9,58,3314,192212
prod_002,watches,2024-09-11,2,9,54,2650,143100
prod_002,watches,2024-09-12,3,9,48,1829,87792
prod_002,watches,2024-09-13,4,9,30,2982,89460
prod_002,watches,2024-09-14,5,9,63,2517,158571
prod_002,watches,2024-09-15,6,9,51,1858,94758
prod_002,watches,2024-09-16,0,9,24,3677,88248
prod_002,watches,2024-09-17,1,9,26,3531,91806
prod_002,watches,2024-09-18,2,9,33,4664,153912
prod_002,watches,2024-09-19,3,9,33,4800,158400
prod_002,watches,2024-09-20,4,9,34,4318,146812
prod_002,watches,2024-09-21,5,9,30,1260,37800
prod_002,watches,2024-09-22,6,9,47,3945,185415
prod_002,watches,2024-09-23,0,9,27,3447,93069
prod_002,watches,2024-09-24,1,9,35,2219,77665
prod_002,watches,2024-09-25,2,9,39,1166,45474
prod_002,watches,2024-09-26,3,9,34,4688,159392
prod_002,watches,2024-09-27,4,9,37,3622,134014
prod_002,watches,2024-09-28,5,9,52,4400,228800
prod_002,watches,2024-09-29,6,9,52,1023,53196
prod_002,watches,2024-09-30,0,9,38,2893,109934
prod_002,watches,2024-10-01,1,10,35,2796,97860
prod_002,watches,2024-10-02,2,10,36,2761,99396
prod_002,watches,2024-10-03,3,10,51,1776,90576
prod_002,watches,2024-10-04,4,10,42,3266,137172
prod_002,watches,2024-10-05,5,10,69,1025,70725
prod_002,watches,2024-10-06,6,10,62,4623,286626
prod_002,watches,2024-10-07,0,10,43,864,37152
prod_002,watches,2024-10-08,1,10,31,2146,66526
prod_002,watches,2024-10-09,2,10,50,2031,101550
prod_002,watches,2024-10-10,3,10,50,3845,192250
prod_002,watches,2024-10-11,4,10,54,3586,193644
prod_002,watches,2024-10-12,5,10,35,2575,90125
prod_002,watches,2024-10-13,6,10,48,4096,196608
prod_002,watches,2024-10-14,0,10,33,3783,124839
prod_002,watches,2024-10-15,1,10,25,732,18300
prod_002,watches,2024-10-16,2,10,34,2656,90304
prod_002,watches,2024-10-17,3,10,48,1993,95664
prod_002,watches,2024-10-18,4,10,30,4507,135210
prod_002,watches,2024-10-19,5,10,36,2972,106992
prod_002,watches,2024-10-20,6,10,40,3160,126400
prod_002,watches,2024-10-21,0,10,38,2261,85918
prod_002,watches,2024-10-22,1,10,25,4014,100350
prod_002,watches,2024-10-23,2,10,25,3209,80225
prod_002,watches,2024-10-24,3,10,35,2824,98840
prod_002,watches,2024-10-25,4,10,31,3063,94953
prod_002,watches,2024-10-26,5,10,41,3921,160761
prod_002,watches,2024-10-27,6,10,43,4235,182105
prod_002,watches,2024-10-28,0,10,33,3370,111210
prod_002,watches,2024-10-29,1,10,44,1145,50380
prod_002,watches,2024-10-30,2,10,42,617,25914
prod_002,watches,2024-10-31,3,10,38,4789,181982
prod_002,watches,2024-11-01,4,11,41,1346,55186
prod_002,watches,2024-11-02,5,11,44,1641,72204
prod_002,watches,2024-11-03,6,11,84,2310,194040
prod_002,watches,2024-11-04,0,11,52,2548,132496
prod_002,watches,2024-11-05,1,11,42,4915,206430
prod_002,watches,2024-11-06,2,11,48,2526,121248
prod_002,watches,2024-11-07,3,11,41,4244,174004
prod_002,watches,2024-11-08,4,11,41,760,31160
prod_002,watches,2024-11-09,5,11,40,2173,86920
prod_002,watches,2024-11-10,6,11,52,2876,149552
prod_002,watches,2024-11-11,0,11,48,3332,159936
prod_002,watches,2024-11-12,1,11,41,2538,104058
prod_002,watches,2024-11-13,2,11,33,3990,131670
prod_002,watches,2024-11-14,3,11,41,4527,185607
prod_002,watches,2024-11-15,4,11,35,735,25725
prod_002,watches,2024-11-16,5,11,50,4030,201500
prod_002,watches,2024-11-17,6,11,43,3135,134805
prod_002,watches,2024-11-18,0,11,36,3891,140076
prod_002,watches,2024-11-19,1,11,31,3465,107415
prod_002,watches,2024-11-20,2,11,34,1814,61676
prod_002,watches,2024-11-21,3,11,35,3398,118930
prod_002,watches,2024-11-22,4,11,33,4727,155991
prod_002,watches,2024-11-23,5,11,56,1100,61600
prod_002,watches,2024-11-24,6,11,42,2843,119406
prod_002,watches,2024-11-25,0,11,40,2363,94520
prod_002,watches,2024-11-26,1,11,25,4262,106550
prod_002,watches,2024-11-27,2,11,32,2690,86080
prod_002,watches,2024-11-28,3,11,28,3554,99512
prod_002,watches,2024-11-29,4,11,47,4533,213051
prod_002,watches,2024-11-30,5,11,63,4518,284634
prod_002,watches,2024-12-01,6,12,58,3610,209380
prod_002,watches,2024-12-02,0,12,35,2535,88725
prod_002,watches,2024-12-03,1,12,54,977,52758
prod_002,watches,2024-12-04,2,12,48,3097,148656
prod_002,watches,2024-12-05,3,12,49,1620,79380
prod_002,watches,2024-12-06,4,12,54,2836,153144
prod_002,watches,2024-12-07,5,12,68,2743,186524
prod_002,watches,2024-12-08,6,12,74,2365,175010
prod_002,watches,2024-12-09,0,12,48,3412,163776
prod_002,watches,2024-12-10,1,12,45,3728,167760
prod_002,watches,2024-12-11,2,12,37,4219,156103
prod_002,watches,2024-12-12,3,12,38,3391,128858
prod_002,watches,2024-12-13,4,12,36,4256,153216
prod_002,watches,2024-12-14,5,12,56,2455,137480
prod_002,watches,2024-12-15,6,12,57,1293,73701
prod_002,watches,2024-12-16,0,12,31,4606,142786
prod_002,watches,2024-12-17,1,12,27,3825,103275
prod_002,watches,2024-12-18,2,12,33,1314,43362
prod_002,watches,2024-12-19,3,12,36,845,30420
prod_002,watches,2024-12-20,4,12,32,1484,47488
prod_002,watches,2024-12-21,5,12,58,2139,124062
prod_002,watches,2024-12-22,6,12,53,3435,182055
prod_002,watches,2024-12-23,0,12,36,4376,157536
prod_002,watches,2024-12-24,1,12,30,1103,33090
prod_002,watches,2024-12-25,2,12,37,3949,146113
prod_002,watches,2024-12-26,3,12,33,1705,56265
prod_002,watches,2024-12-27,4,12,35,3530,123550
prod_003,shirts,2024-07-01,0,7,5,3208,16040
prod_003,shirts,2024-07-02,1,7,6,4002,24012
prod_003,shirts,2024-07-03,2,7,5,4007,20035
prod_003,shirts,2024-07-04,3,7,5,4712,23560
prod_003,shirts,2024-07-05,4,7,4,1036,4144
prod_003,shirts,2024-07-06,5,7,7,2125,14875
prod_003,shirts,2024-07-07,6,7,7,3781,26467
prod_003,shirts,2024-07-08,0,7,6,974,5844
prod_003,shirts,2024-07-09,1,7,5,1454,7270
prod_003,shirts,2024-07-10,2,7,7,1705,11935
prod_003,shirts,2024-07-11,3,7,5,4072,20360
prod_003,shirts,2024-07-12,4,7,4,4880,19520
prod_003,shirts,2024-07-13,5,7,9,2703,24327
prod_003,shirts,2024-07-14,6,7,8,3620,28960
prod_003,shirts,2024-07-15,0,7,4,2224,8896
prod_003,shirts,2024-07-16,1,7,4,4922,19688
prod_003,shirts,2024-07-17,2,7,4,2762,11048
prod_003,shirts,2024-07-18,3,7,4,2982,11928
prod_003,shirts,2024-07-19,4,7,4,2579,10316
prod_003,shirts,2024-07-20,5,7,5,3217,16085
prod_003,shirts,2024-07-21,6,7,7,2565,17955
prod_003,shirts,2024-07-22,0,7,3,1268,3804
prod_003,shirts,2024-07-23,1,7,3,4789,14367
prod_003,shirts,2024-07-24,2,7,4,2661,10644
prod_003,shirts,2024-07-25,3,7,5,3835,19175
prod_003,shirts,2024-07-26,4,7,4,4650,18600
prod_003,shirts,2024-07-27,5,7,5,1981,9905
prod_003,shirts,2024-07-28,6,7,6,2401,14406
prod_003,shirts,2024-07-29,0,7,5,554,2770
prod_003,shirts,2024-07-30,1,7,4,2323,9292
prod_003,shirts,2024-07-31,2,7,5,1332,6660
prod_003,shirts,2024-08-01,3,8,6,4908,29448
prod_003,shirts,2024-08-02,4,8,4,2990,11960
prod_003,shirts,2024-08-03,5,8,6,827,4962
prod_003,shirts,2024-08-04,6,8,7,4175,29225
prod_003,shirts,2024-08-05,0,8,5,3554,17770
prod_003,shirts,2024-08-06,1,8,6,1811,10866
prod_003,shirts,2024-08-07,2,8,6,3691,22146
prod_003,shirts,2024-08-08,3,8,4,4925,19700
prod_003,shirts,2024-08-09,4,8,5,1274,6370
prod_003,shirts,2024-08-10,5,8,8,4195,33560
prod_003,shirts,2024-08-11,6,8,7,3952,27664
prod_003,shirts,2024-08-12,0,8,5,4677,23385
prod_003,shirts,2024-08-13,1,8,6,1013,6078
prod_003,shirts,2024-08-14,2,8,5,4094,20470
prod_003,shirts,2024-08-15,3,8,5,1909,9545
prod_003,shirts,2024-08-16,4,8,4,2055,8220
prod_003,shirts,2024-08-17,5,8,5,1304,6520
prod_003,shirts,2024-08-18,6,8,6,4077,24462
prod_003,shirts,2024-08-19,0,8,2,3401,6802
prod_003,shirts,2024-08-20,1,8,3,3179,9537
prod_003,shirts,2024-08-21,2,8,4,2606,10424
prod_003,shirts,2024-08-22,3,8,4,3268,13072
prod_003,shirts,2024-08-23,4,8,4,4453,17812
prod_003,shirts,2024-08-24,5,8,6,3930,23580
prod_003,shirts,2024-08-25,6,8,5,1801,9005
prod_003,shirts,2024-08-26,0,8,3,4298,12894
prod_003,shirts,2024-08-27,1,8,4,1304,5216
prod_003,shirts,2024-08-28,2,8,4,2581,10324
prod_003,shirts,2024-08-29,3,8,4,2122,8488
prod_003,shirts,2024-08-30,4,8,4,4763,19052
prod_003,shirts,2024-08-31,5,8,5,1109,5545
prod_003,shirts,2024-09-01,6,9,8,954,7632
prod_003,shirts,2024-09-02,0,9,6,3453,20718
prod_003,shirts,2024-09-03,1,9,5,3181,15905
prod_003,shirts,2024-09-04,2,9,6,4129,24774
prod_003,shirts,2024-09-05,3,9,5,3863,19315
prod_003,shirts,2024-09-06,4,9,6,4624,27744
prod_003,shirts,2024-09-07,5,9,6,1636,9816
prod_003,shirts,2024-09-08,6,9,6,686,4116
prod_003,shirts,2024-09-09,0,9,6,4693,28158
prod_003,shirts,2024-09-10,1,9,4,4650,18600
prod_003,shirts,2024-09-11,2,9,6,2285,13710
prod_003,shirts,2024-09-12,3,9,5,1250,6250
prod_003,shirts,2024-09-13,4,9,5,4420,22100
prod_003,shirts,2024-09-14,5,9,5,4960,24800
prod_003,shirts,2024-09-15,6,9,6,2024,12144
prod_003,shirts,2024-09-16,0,9,3,2620,7860
prod_003,shirts,2024-09-17,1,9,4,1740,6960
prod_003,shirts,2024-09-18,2,9,4,560,2240
prod_003,shirts,2024-09-19,3,9,3,4726,14178
prod_003,shirts,2024-09-20,4,9,5,4069,20345
prod_003,shirts,2024-09-21,5,9,5,4049,20245
prod_003,shirts,2024-09-22,6,9,5,4697,23485
prod_003,shirts,2024-09-23,0,9,2,3615,7230
prod_003,shirts,2024-09-24,1,9,4,4590,18360
prod_003,shirts,2024-09-25,2,9,4,4607,18428
prod_003,shirts,2024-09-26,3,9,5,1841,9205
prod_003,shirts,2024-09-27,4,9,5,2921,14605
prod_003,shirts,2024-09-28,5,9,6,1209,7254
prod_003,shirts,2024-09-29,6,9,7,988,6916
prod_003,shirts,2024-09-30,0,9,6,546,3276
prod_003,shirts,2024-10-01,1,10,5,900,4500
prod_003,shirts,2024-10-02,2,10,5,4490,22450
prod_003,shirts,2024-10-03,3,10,4,890,3560
prod_003,shirts,2024-10-04,4,10,8,4353,34824
prod_003,shirts,2024-10-05,5,10,8,3430,27440
prod_003,shirts,2024-10-06,6,10,7,2021,14147
prod_003,shirts,2024-10-07,0,10,7,3794,26558
prod_003,shirts,2024-10-08,1,10,5,2919,14595
prod_003,shirts,2024-10-09,2,10,5,4061,20305
prod_003,shirts,2024-10-10,3,10,6,1114,6684
prod_003,shirts,2024-10-11,4,10,5,3167,15835
prod_003,shirts,2024-10-12,5,10,6,630,3780
prod_003,shirts,2024-10-13,6,10,5,4778,23890
prod_003,shirts,2024-10-14,0,10,5,4959,24795
prod_003,shirts,2024-10-15,1,10,5,4087,20435
prod_003,shirts,2024-10-16,2,10,4,1420,5680
prod_003,shirts,2024-10-17,3,10,4,992,3968
prod_003,shirts,2024-10-18,4,10,5,1631,8155
prod_003,shirts,2024-10-19,5,10,5,4310,21550
prod_003,shirts,2024-10-20,6,10,6,1313,7878
prod_003,shirts,2024-10-21,0,10,4,4913,19652
prod_003,shirts,2024-10-22,1,10,3,744,2232
prod_003,shirts,2024-10-23,2,10,5,2271,11355
prod_003,shirts,2024-10-24,3,10,3,1762,5286
prod_003,shirts,2024-10-25,4,10,3,3930,11790
prod_003,shirts,2024-10-26,5,10,5,4935,24675
prod_003,shirts,2024-10-27,6,10,5,2550,12750
prod_003,shirts,2024-10-28,0,10,5,4000,20000
prod_003,shirts,2024-10-29,1,10,3,645,1935
prod_003,shirts,2024-10-30,2,10,4,4888,19552
prod_003,shirts,2024-10-31,3,10,5,1463,7315
prod_003,shirts,2024-11-01,4,11,5,2734,13670
prod_003,shirts,2024-11-02,5,11,7,1963,13741
prod_003,shirts,2024-11-03,6,11,6,3915,23490
prod_003,shirts,2024-11-04,0,11,8,1384,11072
prod_003,shirts,2024-11-05,1,11,5,4064,20320
prod_003,shirts,2024-11-06,2,11,5,3053,15265
prod_003,shirts,2024-11-07,3,11,5,4345,21725
prod_003,shirts,2024-11-08,4,11,6,1226,7356
prod_003,shirts,2024-11-09,5,11,8,3236,25888
prod_003,shirts,2024-11-10,6,11,9,2096,18864
prod_003,shirts,2024-11-11,0,11,5,2414,12070
prod_003,shirts,2024-11-12,1,11,6,2609,15654
prod_003,shirts,2024-11-13,2,11,4,502,2008
prod_003,shirts,2024-11-14,3,11,4,1392,5568
prod_003,shirts,2024-11-15,4,11,5,2530,12650
prod_003,shirts,2024-11-16,5,11,5,3182,15910
prod_003,shirts,2024-11-17,6,11,6,1487,8922
prod_003,shirts,2024-11-18,0,11,3,1855,5565
prod_003,shirts,2024-11-19,1,11,4,4765,19060
prod_003,shirts,2024-11-20,2,11,4,1918,7672
prod_003,shirts,2024-11-21,3,11,4,1454,5816
prod_003,shirts,2024-11-22,4,11,3,4633,13899
prod_003,shirts,2024-11-23,5,11,4,4472,17888
